id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
4wexHNf3uBEkb4CDvRjAeu,Low Down Dirty Shame,Deep Down,2LRXlkyc5lOk6z5oxrRPFg,['Carey Bell'],['7wcrtrCODZkNbpq1ZYABxs'],4,1,False,0.61,0.92,7,-7.757999999999999,1,0.0343,0.104,0.0113,0.247,0.861,100.407,269360,4.0,1995,1995
0PJfiTHhawdZsnvevA3tO3,Brindo Con El Alma,Vallenatos De Platino Vol. 4,6D9woEzdT0GMdvQ91ed1bN,"['Diomedes Diaz', 'El Cocha Molina']","['66NweiA3nU84k1S3SZdTSG', '3mGBnso9JtXG8OeNT7fqMs']",17,1,False,0.657,0.49,9,-12.013,1,0.286,0.4920000000000001,0.0,0.247,0.976,161.763,245400,4.0,2006,2006-05-24
1uhAELbjb9zr5sKaGNAy2Y,"Recorder Sonata in C Minor, Op. 3, No. 5: I. Largo","Loeillet de Gant: Recorder Sonatas, Opp. 1-4",4tmwlJPzEjZeQqByleEAu3,"['Jean-Baptiste Loeillet', 'Daniel Rothert', 'Vanessa Young', 'Ketil Haugsand']","['4fw3TOEp7NQdRdpTTVr3Ck', '1G8I9zZysqwOe643uA0zvl', '4NonSCsZ8fZecwIs204xrw', '6tTpfohDDU7xK3NcIleasN']",10,1,False,0.236,0.0523,11,-22.916,0,0.0424,0.847,1.52e-06,0.173,0.143,82.18700000000003,112933,3.0,2010,2010-04-01
4JhUQmg5VJdOn3KChkWG1m,Last in Line For the Gang Bang,"Freaks, Faggots, Drunks & Junkies",57gvgiKLCVFBWRyvsnr9lV,['GG Allin'],['5Nx3gPpU2OFLI80rv7fDX5'],9,1,False,0.356,0.976,9,-10.195,1,0.0968,0.513,0.506,0.337,0.245,87.648,134133,4.0,1988,1988
3lZFXDUoDfZNEGaU5cS5me,"Symphony No. 5 in E-Flat Major, Op. 82: III. Allegro molto",125 Years of the Royal Scottish National Orchestra,5feBLxL1fKQO3rZ52Nblyh,"['Jean Sibelius', 'Royal Scottish National Orchestra', 'Alexander Gibson']","['7jzR5qj8vFnSu5JHaXgFEr', '5xBSsPfZtPItmn72C2EHVf', '2NU4IyriqgF3r66XpV4x2N']",11,2,False,0.0855,0.0752,3,-22.09,1,0.0399,0.929,0.855,0.0872,0.0568,78.556,541000,3.0,2016,2016-06-03
7Lhn1Jfcc8XYYqFn8k05Yj,Changed Man,From the Heart,3qeBptVBJPWFVTLzibwqHZ,"['Plain James', 'Jered Sanders']","['4aBcwMGnLwKP2kq9SD71G2', '4kjg5xFLFVfWJFus3mwV5e']",12,1,False,0.409,0.8220000000000001,1,-6.369,1,0.365,0.0002279999999999,0.0,0.762,0.246,155.833,211349,3.0,2020,2020-07-24
35dwFJhWGxOujWfqupuSJc,The Aquatic Garden of Extra-Celestial Delights,Museum of Consciousness,04T2dbDrecHZBs3WFdFOpt,['Shpongle'],['0m5XJwKGYyUjd3VMfcINCQ'],4,1,False,0.539,0.8140000000000001,0,-10.649,1,0.0355,0.0448,0.6890000000000001,0.191,0.449,94.98,710362,4.0,2013,2013-07-29
26C6jLo2BCw8lPsthmAgHx,I Promise,Synergy,1DhgZH3c4KeXCXOZI09jJk,"['Janet Gardner', 'Justin James']","['22uJ1KJDZL8ulgFMvLuH4w', '5w73HQwMAAwGzCnMRcYJke']",7,1,False,0.525,0.961,2,-5.8770000000000024,1,0.0577,0.000607,0.000304,0.505,0.6940000000000001,127.964,288747,4.0,2020,2020-08-07
3iiY21QXJ06PGsr3i1hCQs,Frenchies,The PEEFs,33Atd6uzSAYYFx1zebiuN9,['The Revolutionary Hydra'],['5dg2cyFlmI9QFg4YZBKhSn'],8,1,False,0.6,0.79,1,-7.758999999999999,0,0.0513,0.635,0.419,0.0875,0.511,89.62100000000002,181293,4.0,2003,2003
48YKrGc8WrqWfVbadOk38A,OK (Acoustic),Ilse DeLange,4q4GsQzfh7gBNGPQjSdlS1,['Ilse DeLange'],['3FTKP1k9VbOng3m1rgnsqx'],12,1,False,0.79,0.2739999999999999,11,-13.562,0,0.0406,0.816,0.0,0.1009999999999999,0.364,117.885,205320,4.0,2018,2018-08-31
7xNm6XxhjHbmXsBtlJxMie,Coventry Carol,Charles Dickens Christmas,0ztvae5WoKHS2n2MWQJdVH,['Ed Sweeney'],['6k38SnqoNRRgCr76OTHpz2'],7,1,False,0.765,0.109,5,-20.968000000000004,0,0.0602,0.797,0.892,0.0915,0.615,120.883,119627,3.0,1998,1998-07-27
4HUihrcWKXhQ8mqWVhI3lK,Mod Style '68,Wetheads Come Running,7x527MWnekNgGxcapQhJGz,['Single Frame'],['0ykDLPiaBLFCS8ZZVge93k'],5,1,False,0.386,0.9,0,-4.6739999999999995,1,0.0337,0.0841,0.0112,0.132,0.6709999999999999,95.09,107747,4.0,2005,2005-01-01
1RScDVYRYAjZHg2IpIL3Vz,The Birds Are Still Singing,Runes,3lH56gT8V3EHVsf9K2gk0N,['Whalebone'],['6bN45WFcpPaxtX2UCFufx9'],6,1,False,0.25,0.267,0,-9.25,1,0.0299,0.654,0.000215,0.122,0.182,104.428,300907,3.0,2013,2013-07-01
1eokekA79aPUXnTGskKdDv,Bells Of Talieson,Race For The Oasis,3luMxIEBiTrQdFazTfylPi,['Kittyhawk'],['0jvDaRkoIoGsXBENOgFvZg'],3,1,False,0.402,0.7140000000000001,1,-9.647,1,0.0439,0.0317,0.904,0.741,0.359,74.208,217160,4.0,2008,2008-05-12
56rU37t6tTbf5pRizoLrMC,Here is the little door,In Terra Pax - A Christmas Anthology,6vHuro1IAqmBLTYeNF8gpr,"['Herbert Howells', 'City Of London Choir', 'Hilary Davan Wetton']","['0Artcj84fSLUN93JectewP', '6pN2FraAoFMDQq2nPU4R3q', '0z9daLG8a2Ln1CzIWeeC8T']",4,1,False,0.201,0.0526,2,-27.731,0,0.0459,0.992,0.3229999999999999,0.107,0.0431,107.217,207867,5.0,2009,2009-11-17
6LIJ1eJdFGnaPvplu3xX3R,Embrace Obscenity and Kiss the Eruption of Destruction,Deviant,5R0lcx7TwF61Xn4tvrqQaz,['Regurgitate'],['0PwXJpoSJEOIiPNvartOr6'],2,1,True,0.193,0.967,2,-5.093,1,0.0923,5.44e-06,0.818,0.362,0.471,92.731,57307,1.0,2003,2003-07-29
23YVpBqeaGw7CrM2spqtDF,Cafe,Zebra Stone,6vMjnd7tigIlg8hMErPu2I,['Mella'],['1sa2KDPkIcTBv7WI5wDP5s'],11,1,False,0.879,0.193,2,-14.286,1,0.0484,0.888,0.00103,0.105,0.52,97.974,213061,4.0,2015,2015-05-26
7tC3a7OGInISd66RHcfyVg,Hellmouth,Dissect The Dead EP,5k484iLinep5vKYWdygQUS,['Exclusion'],['5iyFPVBp2O8uXAy9nf80es'],2,1,False,0.723,0.8490000000000001,4,-2.45,0,0.22,0.0101,0.0552,0.15,0.207,140.05100000000002,224571,4.0,2019,2019-09-09
0c9Y60AogNVoevQP9fKWxM,Blues,Gremlins (Original Motion Picture Soundtrack),3ydBlBJ8uoXfbHxXvXgokx,['Jerry Goldsmith'],['7t8q7ikEtcPNtoaKAm9Vu6'],26,1,False,0.498,0.228,5,-15.621,0,0.0511,0.4029999999999999,0.966,0.093,0.198,107.091,135361,4.0,1984,1984-06-08
4cA8ql7cvLge0pXnsdKSVQ,"O Come, All Ye Faithful",Dream a Dream (North American Version),3jf7ojDA0ECupNkYlbvjXH,"['John Francis Wade', 'Charlotte Church', 'Sian Edwards']","['5j5woz2m4ZA9BzME8vcbza', '3P9jdZehQvmAoTrWU1p5zt', '1AEBcVvK0365RWUgw1YfNr']",2,1,False,0.1889999999999999,0.353,8,-7.329,1,0.0317,0.972,0.0036899999999999,0.25,0.257,95.114,201000,4.0,2000,2000-10-17
2zRoBXnRdMhWw9vNAgbUCQ,Bad Water,Chasing Blue,6mEYiNJAPSSGB0KYfwOcQC,['Chasing Blue'],['424eUKN1uKC7A7Dxn5vDGN'],5,1,False,0.563,0.177,4,-14.759,0,0.0394,0.6940000000000001,1.19e-05,0.1159999999999999,0.5489999999999999,123.189,182613,4.0,2011,2011-02-24
7dEWqMAhLQ8cq3VKq5OhaO,Talk to Em,Feel My Pain 2,2jlkX6Mvejx5wU9v7XupBs,['Ball Greezy'],['2CxtLXJMW2AbYPyQShuDT1'],8,1,True,0.648,0.7929999999999999,6,-6.477,1,0.346,0.0409,0.0,0.0649,0.755,91.236,216738,4.0,2016,2016-11-30
0EpQGblW4BdTjTiVydBcB0,Hotel Champagne,Lowrizers,1ebzSOFPEbVBwmleSGikq4,['Deontology'],['0VE4xeklhCuAYMKXdS7bel'],1,1,False,0.813,0.377,6,-13.621,0,0.0433,0.0123,0.8909999999999999,0.124,0.604,119.991,228096,4.0,2018,2018-04-30
66mMElkuul6HetPjgoTLb4,"9203.1 A Bassoon Trio, #1",CD 17 Help Celebrate My 80th Year,4QBALmKKVnrTqXtaquAYxv,['Fredrick Hoffer'],['1UMjsCWOW41SCTqVtDzmUt'],4,1,False,0.205,0.00389,0,-16.647000000000002,1,0.0445,0.979,0.967,0.115,0.2339999999999999,174.71,190560,5.0,2005,2005-01-21
23J0RrFK3JAZiSmZn3LIHb,Scream,The Key Has Turned,4AgAgOo1Vml8kMVhveFfpi,['Surjo'],['0IVW2zchN2ZDQ812r7LtsR'],12,1,False,0.595,0.228,5,-10.723,1,0.0436,0.84,2.02e-05,0.088,0.265,199.948,290400,4.0,2014,2014-11-14
1Fs1tvP95zRi9BhotBFbRe,"Jesus, Take Me There",J,4w8MpjOzkLABaJ2REQPwpD,['Hot Dad'],['0PsPw7msVbHlolAjQhW5hY'],4,1,False,0.745,0.889,2,-3.953,0,0.0276,0.206,2.22e-06,0.358,0.961,105.003,242750,4.0,2019,2019-06-23
4APWfPTjBL7I0HVsiJyJma,The Mercy Seat,The Mercy Seat/ I Could Be Happy,5PKEsrOUUAj8eYnsjZEr72,['Seavault'],['24xgIfXRK3wIBsgxEVQZ4e'],1,1,False,0.391,0.647,11,-8.932,1,0.0365,0.000107,0.945,0.0946,0.285,149.504,283312,4.0,2007,2007-11-09
1HKB3KX4VIZarfvRiZP3TS,Leaving Jackson,The Ten Cent Tour,2hbROiVXeEeXzEvXxqJCEL,['The Empty Pockets'],['0rh5QYyYGojMDMJE0EXiUv'],4,1,False,0.414,0.6629999999999999,1,-6.7360000000000015,1,0.0635,0.412,0.0,0.105,0.396,179.799,217527,4.0,2015,2015-06-02
123xxfGNpIyNxd0JncVgni,Storm Warning!,Storm Warning!,24EznI0t7XdXQJ4vVH1yZ4,['Forever Surf'],['6B9BEB4ZrqN8gBc35RVMF0'],1,1,False,0.515,0.6659999999999999,2,-10.854,1,0.121,0.285,0.917,0.0567,0.6990000000000001,164.895,178600,4.0,2014,2014-05-19
1ZcZBnxwuIHBPNbuWDQX1Q,I'm So Anxious - Live,Playlist: The Very Best of Southside Johnny & The Asbury Jukes ('76-'80),3p9hk7ntdvgTQy6TBcIWS9,['Southside Johnny And The Asbury Jukes'],['0HosDiKX3VWIIjtSkP8cfC'],9,1,False,0.561,0.8540000000000001,10,-8.039,1,0.0677,0.0214,1.54e-06,0.3670000000000001,0.586,128.886,185293,4.0,2013,2013-05-14
7hNfvk25rNCr1ChTu1s1Zu,Rising,Three Street Worlds,4DR6BUBMCaTiTAXbDPKOxU,['Two Banks Of Four'],['33J3SgqG9hsv4KvXmSYVdF'],12,1,False,0.653,0.836,4,-8.363999999999999,0,0.0417,0.03,0.302,0.0778,0.392,115.118,540720,4.0,2003,2003
44E2jQ2YNAPF9YROQhGwju,Don't Be That Way,Blue Too,0q1n1TUt1PCCSWE14zTIPC,['Aaron Weinstein and John Pizzarelli'],['7phAi74gCW2x7WozV1hjdn'],7,1,False,0.621,0.176,10,-11.373,0,0.054,0.954,0.00235,0.0792,0.392,117.311,157307,4.0,2008,2008-02-12
4fV5vLDsWZX3K7g8pTVJJS,Seven Names (Errai),Polaris / Errai,40YUNwXtXZjjSygWQtERGy,['TesseracT'],['23ytwhG1pzX6DIVWRWvW1r'],13,1,False,0.5329999999999999,0.5670000000000001,8,-9.922,0,0.0411,0.184,0.17,0.121,0.123,137.977,261304,3.0,2016,2016-09-16
3bXwrJ95XB3LsCvTJZRRHk,Living,L.A. Live,44BfAnR08bzaiFfsTaJ6Qp,['Deems'],['4W0TwrSpTsZav3urFPqlGX'],3,1,False,0.503,0.802,7,-9.728,1,0.0675,0.767,0.332,0.6920000000000001,0.5429999999999999,125.637,431173,4.0,2002,2002-01-01
7m0X3B6sMT8CWwhfGPbciq,"3 Marches Militaires, Op. 51, D. 733: I. Allegro Vivace In D Major","Schubert: Piano Works For Four Hands, Vol. 2",4B8CRGSVthUuxNQRzb2USJ,"['Franz Schubert', 'Zsuzsa Kollár', 'Jenő Jandó']","['2p0UyoPfYfI76PCStuXfOP', '50Y6Tu1aRwLYDCtCkC71U0', '5Kb0Qf13EyYtVJvzCdI9M7']",1,1,False,0.542,0.138,2,-19.183,1,0.037,0.991,0.893,0.1009999999999999,0.4679999999999999,110.075,312547,4.0,1998,1998-08-31
2UpcyDC8bg7NgUzxbfMSjv,Wondrous Love,HeartSong America,4qEDjilruvKisbEuo8mUNv,['Janie Becker'],['26xjUgOzKqBTOu0Yt1CVtE'],14,1,False,0.53,0.0515,7,-20.709,1,0.0741,0.99,0.938,0.1159999999999999,0.146,125.243,245067,4.0,2011,2011-10-01
48MdSEn3R1pnkfCWDpyRQ3,The Language Of Love,Platinum & Gold Collection,17xQrzFfM8Sbf9sLlku19C,['Rick Springfield'],['6IFXsrXBpwbIqtOUOiAa3p'],9,1,False,0.6729999999999999,0.748,2,-7.138999999999999,1,0.0551,0.0499,7.3e-05,0.0504,0.915,136.125,239160,4.0,2003,2003-09-07
3smWuhIt3lfWi1qNMPNfBH,D'amour ou d'amitié,On ne change pas,7Lwyk07s6QY2rPeSs5ntfs,['Céline Dion'],['4S9EykWXhStSc15wEx8QFK'],14,1,False,0.322,0.629,3,-8.186,0,0.0328,0.3779999999999999,0.0,0.193,0.505,200.031,237867,4.0,2006,2006-03-02
0l2BHYyFjlGdnR0uunsImK,Si Tú Te Vas,Super Pop Venezuela,06UChHNzoOpOKngPglcvLE,['Los Amigos Invisibles'],['5x3mrCTZmkoTXURN7pWdGN'],11,1,False,0.7829999999999999,0.491,5,-9.672,1,0.0351,0.044,0.000361,0.147,0.3389999999999999,134.955,278093,4.0,2006,2006-09-05
1UGL1WJNP9O2o9AorrS52i,Give It Up,Bigger,2R3zU85G0LJbU0jXULboZQ,['Annie Quick'],['06AikkT0yTJhgTKiQGrik4'],8,1,False,0.445,0.583,2,-7.246,1,0.0382,0.0895,0.0035299999999999,0.125,0.316,126.58,160533,1.0,2004,2004-03-02
2Iy6ZTbKERLHnYwTATyr98,The Parallel World,The Magic Word,05RqnDmU3e1jJ8nhcFRZ78,['Obidil'],['2VnzeTDvnnncfDhYLZFF9F'],5,1,False,0.278,0.8190000000000001,4,-3.971,0,0.0419,0.065,0.00389,0.0685,0.5429999999999999,82.79700000000003,408627,4.0,2011,2011-03-30
644ABEcacgg56pKXjV6kfj,Kitchen Pimpin,Enchantress,7oKku4sTGuZUkSLZc9HUqA,['Syndel'],['40ebx878kLq2t9hYElLHt4'],4,1,False,0.7909999999999999,0.797,4,-4.923,0,0.3289999999999999,0.185,0.0,0.0635,0.865,92.175,258573,4.0,2007,2007-01-01
5Fvw4jf2caeNy29p8kJY4z,The Miller Of Drohan,Three Jolly Rogues,2Ia0d7V37UF0y79wGUZGW6,['Celtic Nots'],['5V3Uaqs6xVizucCAb0P5dM'],6,1,False,0.4320000000000001,0.326,7,-12.572,1,0.0342,0.964,0.69,0.108,0.531,130.27100000000002,296933,4.0,2009,2009-03-17
07EwRELYXTbS7psi9vFpmR,Intro II,Hacia Adelante,7c42jCewmhKVJu08YOFMWU,['Kelly Kapowsky'],['56j6Kc7mmbxuiAmv5LyRsI'],1,1,False,0.64,0.843,10,-10.188,1,0.129,0.000254,0.855,0.54,0.555,108.835,62040,4.0,2016,2016-04-07
2yfrpT0JMfQUBt2WtPdHnz,"The Mikado: Act I: Young Man, Despair (Pooh-Bah. Nanki-Poo, Pish-Tush)",Sullivan: The Mikado (D'Oyly Carte) (1950),6KVFzS59FOXgVGJ8yGbqoD,['Isidore Godfrey'],['5lISwnu6iwHBzgzWMDLUhJ'],6,1,False,0.715,0.17,0,-17.070999999999998,1,0.0697,0.8809999999999999,0.000637,0.53,0.412,102.73,159067,3.0,2001,2001-08-17
1SfqFfNcJ9NcZfTBanCnsi,honestly,Vast Low Cities,6nAstNCaLSzIlBzRZDrciu,['Vervein'],['19gtLKa5wLTuCD2qKHqpxq'],10,1,False,0.225,0.502,0,-7.5470000000000015,1,0.0336,0.0195,0.000741,0.1119999999999999,0.066,123.241,143453,5.0,2003,2003-01-01
2Mz4lfzZryUfS8ZOIQf2gm,Crazy Old World,Redneck Girls Forever,3ZDedRPSe7SYzKoWLqXuDT,['The Bellamy Brothers'],['5iB5AWIa7qreioi0AF3Bxa'],7,1,False,0.466,0.6709999999999999,11,-7.233,1,0.046,0.195,0.00341,0.155,0.361,202.918,217173,4.0,2002,2002-07-16
1oLrkZLihnXM917AoAcZAz,Sometime,Join the Band,0BOwYcp6kwTlLH9UaZiMDj,['Bessie Jones'],['1BUnRZrkCS0NoTiXefkW6U'],8,1,False,0.696,0.898,3,-7.879,1,0.4679999999999999,0.865,9.19e-06,0.4029999999999999,0.441,100.137,57320,4.0,2012,2012-02-07
2fNT5sYzRgg4LX5WEerNcg,Labyrinth - CloZee Remix,Mountain of Memory (Remixes),2nqwTmApCiPP6jAAB7ZtDn,"['Emancipator', 'CloZee']","['6HCnsY0Rxi3cg53xreoAIm', '1496XxkytEk26FUJLfpVZr']",9,1,False,0.515,0.561,7,-10.965,0,0.0467,0.0422,0.33,0.467,0.074,98.941,267370,4.0,2020,2020-10-09
2ImKJ6IJg2lzVYshRfXDAc,"7 Chansons, FP 81: No. 5, Belle et ressemblante",Poulenc: Choral Music,5NhcqM20VDrtjyFpcZf1PE,"['Francis Poulenc', 'Guillaume Apollinaire', 'Paul Éluard', 'The Elora Singers', 'Noel Edison']","['4IAWVxo2fpTBPn6k7GZ3eY', '3T5DDDj8KKUr29J602179w', '4AMSNbpfumcdAWIWtWUzUk', '6V3rM6AuJ8NIe35TeOiSR5', '3XDSnbQl8YjKtXZjweDQjy']",5,1,False,0.162,0.00777,5,-37.793,1,0.0474,0.989,0.0169,0.0899,0.038,139.088,106200,4.0,2015,2015-03-03
2d076voec31pIVSgPaGbvt,Have You Hugged Your Robot?,313,27ZyMDwkbOErqj3fVo7Nax,['Phideaux'],['4sQFj3fHL94F38mCUftQR3'],2,1,False,0.494,0.912,8,-3.617,0,0.0435,0.00198,0.612,0.4920000000000001,0.7509999999999999,120.781,188680,4.0,2006,2006
03aNmKnMt3c5tYWeRtavOB,Goons,600ml Jugg 2,2gSm06ZkEmiIkS4b7uvSQt,"['Lil Flan$', 'Kunch Sosa']","['55mBBzUbmUE5unH1h4eCz7', '3MpHNE05hxHoi4bAJAj81k']",1,1,True,0.799,0.711,4,-9.811,1,0.118,0.064,0.0001419999999999,0.123,0.934,150.009,164817,3.0,2019,2019-12-31
6Rx9QWAcUxnMZgDxnUS4d1,It's All Gonna Come Crashing Down,Jeff Beam,6Rz94ArYagl6ErEhl7LaQ3,['Jeff Beam'],['6pM7F5L15GIQisAHuLekto'],6,1,False,0.373,0.417,4,-11.507,0,0.0473,0.0304,0.00187,0.25,0.2189999999999999,98.064,234064,4.0,2020,2020-04-17
1hhk4TIJmC7zljhfzQx99W,Shadow and fog,Now It Can Be Played,0gjPOMsyiBofSqtU9NqzlL,"['John Abercrombie', 'Andy Laverne']","['1OCdpTg8d7Ehpj8B9j4iqa', '0wHlC8tumVxWRyxKutlQUm']",3,1,False,0.341,0.151,11,-25.318,0,0.0331,0.906,0.894,0.0976,0.0655,150.421,513400,4.0,1993,1993
4z7LjUlarCDWjw8aOYxLVm,Moonlight Serenade,Do nothing till you hear from me,7pelORncKlKqhSaLDqhdXt,['Chris Thompson'],['1NMrkFHZakHLMMD30DCmb3'],7,1,False,0.309,0.353,3,-10.419,1,0.0292,0.804,0.0,0.187,0.368,83.059,171133,4.0,2012,2012-08-17
1VLR9q3QCca5OuYpSocZt7,Satya,Aghora,0mZSVO2VJg38rBiDeYmYNR,['Aghora'],['4jL78Ta4OMlWppSPXM1Fnb'],2,1,False,0.289,0.902,7,-9.261,1,0.102,0.00291,3.75e-05,0.22,0.305,149.922,355933,4.0,1999,1999
0BL1J3zo86x58yytpVqjDl,"Be True - Live at Joe Louis Arena, Detroit, MI - March 1988",Chimes of Freedom (Live) - EP,19WSRDMLPZSOIRsOMiaSD5,['Bruce Springsteen'],['3eqjTLE0HfPfh78zjh6TqT'],2,1,False,0.311,0.951,11,-6.882999999999999,1,0.0861,0.206,0.000363,0.944,0.396,146.722,286093,4.0,1988,1988-08-01
5aFNIj1TL4YS6bo70QiK8o,#OMW2SYG - Xmas Version,A Very Very Decent Christmas,7umJPFg6STzH5RcBY5IxLt,['Splurt'],['1x04wpJgWaUj9TkxIoB7jB'],5,1,False,0.804,0.792,1,-5.8,1,0.0679,0.2289999999999999,0.0152,0.157,0.79,99.958,191035,4.0,2014,2014-11-25
1jppGUJJiiRxdvARAFq83U,It Used to Be Love,Rituals,1ucRX530Jao5gY5Mh7mlVz,['Pat Byrne'],['69kOQOUIhu4r8IzOme8N2F'],4,1,False,0.532,0.389,8,-8.174,1,0.0399,0.445,0.0,0.102,0.363,151.914,241232,4.0,2018,2018-11-02
2ChxUrcDaLbT6VxNyLTEyJ,Viola Sonata No. 2: I. Andante teneramente - Allegro animato,Permutations,5oS3vQJP5aMZFLmkeGB0GO,"['Ross Lee Finney', 'Eliesha Nelson', 'James Howsmon']","['6LQfNoLYG0aqxWpcZPCdQA', '3KdrApNvmQbs4P1d4vE53f', '27O0Pannc7pSkuHEvNiHkI']",6,1,False,0.285,0.149,4,-17.672,0,0.0435,0.989,0.75,0.0956,0.0843,139.819,388949,5.0,2015,2015-02-24
7aPg1Va2inbLuh7HcSTOEh,Milonga del viento,Latin American Guitar Music,0gofWa2yvOFi18QIdI8pIP,"['Jorge Morel', 'Ricardo Cobo']","['3PCmED1ckvLHpYTJ8VuX7N', '2ZUkl2dOuX7HxRgG390dAC']",7,1,False,0.2689999999999999,0.0517,9,-28.858,0,0.0489,0.991,0.887,0.0917,0.508,122.944,203760,4.0,2003,2003-11-29
5ODPUH007gLBFP2Jzz8kqo,Sohabs,Down And Dirty,5mAxNCBm4URGWMC4AAm9U4,"['E-40', 'Suga-T']","['3crnzLy8R4lVwaigKEOz7V', '2EpVYXcMdxyQEMMaBuDynU']",12,1,True,0.916,0.561,2,-12.004,1,0.2769999999999999,0.0104,0.0,0.159,0.708,97.073,208800,4.0,1994,1994
55QsR3bCNBqt1lwHBEnSbp,The Dig Site,The Deep,1Y8uY30jVbvG65f5LPE9AD,['Neon Black'],['1FXpx5mcPucAfcWXE9eESd'],3,1,False,0.147,0.208,10,-10.999,1,0.0358,0.836,0.769,0.0882,0.0355,138.083,128960,3.0,2018,2018-06-18
3xVIObRYksjUDAUICWR6TR,"Symphony No. 5 in D Minor, Op. 47: IV. Allegro non troppo",Shostakovich: The Complete Symphonies,5rOfdLKruVKDaamM03qhpO,"['Dmitri Shostakovich', 'Royal Liverpool Philharmonic Orchestra', 'Vasily Petrenko']","['6s1pCNXcbdtQJlsnM1hRIA', '6I6fmQU7HGrUsCm4B5Nlk3', '6H9eOWeGZkU9alBUYqNR7Q']",4,4,False,0.21,0.144,10,-16.184,1,0.0364,0.927,0.613,0.0748,0.039,89.071,767160,4.0,2015,2015-10-02
24fcAgv2OG2zyfCKiDTO8v,星空とラブストーリー,Windia,5BwEgxdOB55CK81You7Psb,['Luna Haruna'],['4eL15GpHSLAAvv5sT00c5i'],3,1,False,0.6940000000000001,0.72,7,-3.91,1,0.027,0.0289,1.12e-05,0.1169999999999999,0.884,117.981,238693,4.0,2016,2016-11-04
6Ea6KegAwVBin9xGDN5Qmd,Red River: A Message for Matt,Tiomkin: Red River,0MDlzxHpxc0uscVLUtDKZx,"['Dimitri Tiomkin', 'Moscow Symphony Chorus', 'Moscow Symphony Orchestra', 'William Stromberg']","['6MbdnYlaRAlKxVJMzFcm69', '5OrWc9AMQvRBjJFPY8VzfC', '0udLXDzunp4xQRWhMNQPci', '0yVP6JP8tiC5SzUqCRv4w7']",35,1,False,0.15,0.0968,6,-22.732,0,0.0367,0.955,0.8959999999999999,0.135,0.0398,69.03399999999999,169640,4.0,2005,2005-02-01
01jXSfbFDDeJ3IWAZ4MrlP,Landkommunenhippie I - Live,Drogen,0enFNvZd0USfhknpwfdlA8,['Götz Widmann'],['6VptBj8FGwldnfkvDQE8VU'],19,1,False,0.447,0.7170000000000001,7,-8.197000000000001,1,0.158,0.7090000000000001,0.000128,0.97,0.524,87.943,316267,4.0,2004,2004
4gWBgMriGYuQWBgCrhpFdJ,Portlandia,Greatest Hits,4X0knXm4HU51ANIt07j9ts,['John Wesley Coleman III'],['0ZUDVcbyhpH7xEeysjDr6J'],7,1,False,0.446,0.878,11,-4.502,0,0.0426,0.0718,1.3800000000000008e-05,0.375,0.636,136.118,227258,4.0,2015,2015-10-23
7LuJa1gyinUeZi6YQmOpku,Flight Of The Escapist,Acoustic Metal - Part 1,4qIdHKlYGL8HzHwIwNBuMv,['Ewan Dobson'],['68Tu5kmhurThXqZeRgsKi1'],9,1,False,0.267,0.977,6,-6.0729999999999995,0,0.0493,0.0334,0.894,0.188,0.148,80.01899999999998,206480,4.0,2013,2013-02-06
1QoDrws2hwj6W1IrvGbZ21,Once a Blue Planet,80s Jazz,4P4417ZNH8ElDaKj6LfxzJ,['Jean-Luc Ponty'],['3SInttLnvf5G4Aa95aAYPr'],20,1,False,0.4379999999999999,0.258,11,-15.6,0,0.0332,0.981,0.785,0.111,0.268,144.971,246733,4.0,2018,2018-11-23
7r9eqX8uV31me8CGZUFfor,A Room,Pianos and Voices - Music by Cage and Monk,7LCR5OBtCRBvNFzFYTVkvb,['Anthony De Mare (Piano And Vocals)'],['3qwnupR7RtkxQVAuHipurt'],4,1,False,0.128,0.0943,0,-36.008,0,0.0926,0.857,0.981,0.1159999999999999,0.235,74.896,107400,3.0,1992,1992-05-20
0W7eIRrjeQkSBho7IE2hnR,Reborn - Intro,Breathe,6O5yL9spFauqRofdrhnZiz,['Through Fire'],['1SPVRGHIGb9TJxBKQ9O9XT'],1,1,False,0.5539999999999999,0.784,1,-9.59,1,0.0352,0.0143,0.92,0.314,0.965,95.002,65267,4.0,2016,2016-07-01
4dWuCmK8Wj2gLOWFsVTrmK,"Do Me, Baby - Live in Syracuse, NY, 3/30/85",Prince and the Revolution: Live,2wLAcpM7FxdoC1dOdXfSNp,['Prince'],['5a2EaR3hamoenG9rDuVn8j'],7,1,False,0.205,0.512,11,-10.72,1,0.0505,0.512,0.204,0.452,0.209,63.215,291040,4.0,2020,2020-05-15
78AJEUQqNLbRyUxpexUdc9,Flying Feeling,The Best Of,6zxwAHaOkWCEb5YQJ2BsL8,['Crash Test Dummies'],['1YEGETLT2p8k97LIo3deHL'],7,1,False,0.382,0.626,2,-10.181,1,0.0322,0.0273,8.85e-06,0.0903,0.74,200.782,202213,4.0,2008,2008-03-18
