id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
1ethUluI5mc9zLDDTWyHg4,Steel Bars,"Time, Love & Tenderness",3tu5RTLzk7J2Oe30hspuPm,['Michael Bolton'],['6YHEMoNPbcheiWS2haGzkn'],10,1,False,0.657,0.737,8,-8.621,1,0.0239,0.00137,2.86e-06,0.254,0.65,105.197,208707,4.0,1991,1991-04-23
3f3omU8n47Mqyab5nCaGyT,Because of You,Breakaway,5gDAEao3VxFdbm8vS0koQq,['Kelly Clarkson'],['3BmGtnKgCSGYIUhmivXKWX'],4,1,False,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,219493,4.0,2004,2004-01-17
4rVoIBAKeTw8A3jonMWBZp,"Siroe, re di Persia, Sinfonia: I. Allegro",Baroque Gender Stories,7io9UCRGgxPpMqrt6kzn8j,"['Johann Adolf Hasse', 'Lautten Compagney', 'Wolfgang Katschner']","['6w8vbl8dEQWsrWokjeM4sn', '0vo2ovp2PVDLDsTExmkFpo', '33ykhwAtMM9S97TnMmLcpI']",1,1,False,0.526,0.289,6,-16.840999999999998,1,0.0346,0.903,0.813,0.12,0.584,136.616,99280,4.0,2019,2019-06-07
6XOgC1useM2JoyjfTvQVZB,Shadow Son,Peninsula,5O0sqdPU60aQ5ZSrKUBmP1,['Adam Giles Levy'],['0L8V0okTShCHERAVGru0lJ'],4,1,False,0.4920000000000001,0.354,0,-5.2970000000000015,0,0.0276,0.873,0.00902,0.242,0.3289999999999999,95.168,194107,3.0,2018,2018-09-13
02QcaWbYGK1Af0xU4FcQPU,"Lyric Pieces, Book 6, Op. 57: No. 6, Homesickness","Grieg: Holberg Suite, Poetic Tone-Pictures & Lyric Pieces",1ZqJnAT1NPyK5ePVJNTp7q,"['Edvard Grieg', 'Katya Apekisheva']","['5ihY290YPGc3aY2xTyx7Gy', '1ZTLow1ztyd43FGdEMVZHw']",21,1,False,0.32,0.00261,4,-41.07,0,0.0564,0.988,0.8959999999999999,0.0758,0.0725,68.047,320173,3.0,2008,2008-01-01
0G5hH9J3G2sNEk37eBzXpF,The Rain,It's Time to Get Weird,0YCq9l2pGV03g2DTFrH1g1,['Sunflower Dead'],['3GmbzsYqG43iLh8DLJaALC'],9,1,False,0.5660000000000001,0.934,11,-2.7689999999999997,0,0.0865,0.000252,6.88e-06,0.126,0.612,118.999,203651,4.0,2015,2015-10-30
2xKTbqVBYTJgPv5ZR3pHwZ,Joshua Generation,When The Sons Become Fathers,4jjSfbrzuHAdKEWAXHgxAR,['Mattie Montgomery'],['76TF9jq4MhpkMBwTsSJ2oW'],1,1,False,0.601,0.85,7,-4.926,0,0.4629999999999999,0.624,0.0,0.337,0.502,120.766,303296,4.0,2010,2010-02-12
7joSWD41mVyiP5fI9ylQy3,The Faithful,Remnants,14yCMc4EYW2K0zgzTnmVbh,['Austin Wintory'],['3Rwlus4QnnBSnTe8pJV0rw'],31,1,False,0.56,0.476,7,-10.253,0,0.039,0.377,0.529,0.123,0.205,110.044,93057,4.0,2019,2019-08-02
1fp5QM6f2dVWSxSz5IitjD,Alma Ausente,Lorquiana 1 - Poemas De Frederico Garcia Lorca,4RcKyG4YLmoXC4WVm7KIX7,['Ana Belén'],['4NOZW7dBOmBMMAG9EGQd4t'],12,1,False,0.345,0.272,9,-11.499,1,0.0341,0.6890000000000001,0.0,0.12,0.0878,74.598,240787,4.0,1998,1998-10-23
5xm780RuwSokxxMeICg3Iv,Prelude: andante - Poco maestoso,The Perilous Chapel,1aaXWgeWFq0oxY2ce7vfPg,['Lou Harrison'],['1FuQc9iJv3gdypigXiZ136'],13,1,False,0.294,0.0748,4,-22.88,0,0.0414,0.986,0.8590000000000001,0.0921,0.243,137.19899999999998,249907,4.0,1993,1993
759lG2Lzctf2msGVcteO0Q,Orogen,Orogen,2vx3LkNP1SJ6PZ2Lypw2Ay,['John Burke'],['7fIzN1QNwDH8eyRCYbYjCB'],10,1,False,0.442,0.284,3,-14.265999999999998,1,0.0425,0.973,0.86,0.2019999999999999,0.2189999999999999,101.759,309960,4.0,2016,2016-05-01
4BTQSg0mR2bobrdEDyu7sJ,The Girl With The Gentle Smile,Nomany,1mHolJQ4HeSfbUdLfocbfA,['Warren Jenks'],['6bJDS8saVMfw0D7FbJkgRd'],6,1,False,0.431,0.561,7,-4.922,1,0.0284,0.405,3.97e-05,0.308,0.359,139.923,222560,4.0,2007,2007-06-27
0DKkNmeVgOEPD82SiKXkM5,Gunsmoke,Dig It Or Don't,62Ynee8XCn5KHW8Zy1BV3M,['Sam Morrison Band'],['4Hl7XDx1N4h7qjLCX3SlcZ'],5,1,False,0.57,0.901,6,-1.808,0,0.0481,0.0107,0.0205,0.375,0.391,119.915,267250,4.0,2011,2011-05-01
7v6hqrNRjSrTrrHRvjPfUd,beautiful,Picture This,18eH3iKHXmd9urYuWMuK3A,['Andrea Florian'],['5PoZbNs2buiitwvHvFkIU9'],8,1,False,0.514,0.5489999999999999,9,-8.543,1,0.0413,0.0967,0.0,0.187,0.479,96.402,229680,4.0,2003,2003-01-01
5WXdRsNt4DC01HzFmFEHII,Cat’s Eye Blue,Terms of Surrender,23h1Qs3UhemYK1ekqgw1uk,['Hiss Golden Messenger'],['37eqxl8DyLd5sQN54wYJbE'],5,1,False,0.542,0.225,0,-14.763,1,0.0559999999999999,0.963,0.019,0.0614,0.486,84.935,229247,4.0,2019,2019-09-20
50sGN8Fu37vz8EfdjOFZ3V,"Violin Concerto in D Major, Op. 35: Opening announcement","Violin Recital: Wicks, Camilla - Beethoven, L. Van / Bloch, E. / Sibelius, J. / Tchaikovsky, P.I. (The Art of Camilla Wicks) (1950, 1953)",6JJeqw7XkAJEaqybH7ulsN,"['Pyotr Ilyich Tchaikovsky', 'Camilla Wicks', 'Standard Symphony Orchestra', 'Arthur Fiedler']","['3MKCzCnpzw3TjUYs2v7vDA', '67OSSbLWQ8XUacDO5YKctE', '6AbtI0JvoLWfdFfrD4khnT', '2JQBcP1ceEAdwHM6cvSCv8']",12,1,False,0.7240000000000001,0.77,1,-18.657,1,0.902,0.633,0.0,0.34,0.4970000000000001,97.487,46920,1.0,2011,2011-04-01
6e8lA92ymJFfrrH4tHiS9S,It's Only a Paper Moon,Bennie Wallace in Berlin,58ah7EycTYJ8ngVNEJs2Vl,['Bennie Wallace'],['3BM6jep0XGjL04M443AupH'],4,1,False,0.528,0.722,9,-8.062999999999999,0,0.0645,0.6759999999999999,0.858,0.696,0.7959999999999999,146.237,605960,4.0,2001,2001-10-15
5JRNTbIqTNRw4huvH5vMqv,I Had Myself A True Love,Over The Rainbow - The Music Of Harold Arlen,6BFUEdjr9tEb8W6SKdHOaV,['Heather Macrae'],['3QHCB8GcTtQ2WngUJKPkNZ'],5,2,False,0.325,0.1989999999999999,0,-17.857,0,0.0471,0.847,0.0,0.8859999999999999,0.2339999999999999,86.744,233760,5.0,1995,1995-11-21
3gFDEe1W8UEsZ9cVLr9CTx,Page 26: Universal Harmony of Humanity.,A Book of 100 Spiritual Beats: Chapter II,0kEQCPTJR2Rxzjy7JbJNDd,['Shungu'],['1XIyDif58YyorFor2gNfUF'],4,1,False,0.809,0.311,10,-19.273,0,0.35,0.698,0.778,0.11,0.715,82.009,93658,4.0,2020,2020-01-20
0wnh82DXx3anpAHE9wflCw,Dope Money,How To Live Forever,7Abe5IiuWSnXozoK9OsH8p,"['Lox Chatterbox', 'Pep Starling']","['3SFVIUlipGj3RpWCKe9s73', '2OKT3UlyCvDefb14iq4E71']",7,1,False,0.586,0.867,1,-3.962,1,0.52,0.316,0.0001199999999999,0.0817,0.512,174.05,201408,4.0,2019,2019-11-28
13ckbNBQLfU3FOsrNRCbtO,Summers End,Mountain Serenade,3aS9DTIxYDp44mChJpHzu2,['Debbie Thomas'],['3KnYkTXBtU7EJ84bk4tjjD'],1,1,False,0.505,0.248,4,-14.447,0,0.0291,0.616,0.873,0.126,0.13,106.166,208613,4.0,1997,1997-01-01
4vFiWNrhD2K2slZYaVk8Ky,Si Yo Te Amara,Hecho a la Medida,4UpuQNHm4QLEYMq8aaX1P8,['Roberto Lugo'],['07ORe1OIPJ0bjk4Fs9nQEK'],3,1,False,0.509,0.487,0,-13.263,1,0.0336,0.452,7.23e-05,0.1009999999999999,0.787,94.105,340800,4.0,1989,1989
5icreesd5YiQVP0pqlsNFO,Mountain Moves,Mountain Moves,1zAJqSgiFOmtlwi4eeJSbR,"['Deerhoof', 'Matana Roberts']","['7AZwAitWq1KcFoIJhRWb6V', '0JsR3SXB4qNYABygCfyozb']",11,1,False,0.611,0.847,6,-4.732,0,0.0635,0.118,0.21,0.0854,0.7859999999999999,109.241,118083,4.0,2017,2017-09-08
2m5OiUA24dQY4GlPkHsoiT,Cent balles de sentiment,Les amours du dimanche,1uWd1Yj4yAFP7ejTW0ohEk,['Marc Lavoine'],['3K8EYZ4Ltg6ythgGZzrFXf'],8,1,False,0.723,0.484,5,-12.431,1,0.0306,0.122,0.249,0.106,0.746,120.244,290867,4.0,1989,1989-09-27
5Y46ISDELYvNvx6wRApIWZ,"Kreisleriana, Op. 16: No. 3, Sehr aufgeregt","R. Schumann: Kreisleriana, Abegg Variations & 3 Romanzen",6Ys17HJUjYfgUQ9FzH4bkR,"['Robert Schumann', 'Volker Banfield']","['2UqjDAXnDxejEyE0CzfUrZ', '5dMn4KiVoUyVVVz0zEDwn4']",3,1,False,0.377,0.0874,7,-22.308000000000003,0,0.0382,0.994,0.914,0.103,0.0721,127.567,266693,4.0,2000,2000-04-11
0CYgTOleHRE46aLTlDwPvj,Left for Dead,Can't Get Out,5fl98tL8HBmx3kAZDsyYAJ,['No Heart'],['7Jv29ul9AYginCo7JrqSF4'],4,1,False,0.47,0.969,7,-2.302,1,0.0734,0.0472,0.7490000000000001,0.239,0.7040000000000001,107.354,180422,4.0,2018,2018-04-27
7DPfuw5kgKMOjhcWWH2nJc,Break Them,Monstercat 020 - Altitude,4vp7i01NqokK4yDTHZdFFt,"['Aero Chord', 'Anna Yvette']","['6lO3fSdhsdpeOcrbqAJsRU', '2Ndq6RparrhEoceel7LC4Z']",3,1,False,0.745,0.7959999999999999,4,-2.546,0,0.0904,0.0655,0.0269,0.108,0.242,100.02,259200,4.0,2014,2014-12-15
2quMLkj3NIlRC4mfX9rMTC,Love My Baby,Lookin' For Trouble,3x39l1t61wVQ8xNLeyjKIz,['Kim Wilson'],['3LkeAX21Tyb0t1CCAP5aq3'],5,1,False,0.634,0.555,10,-7.12,1,0.0693,0.81,0.0,0.235,0.884,144.594,176400,4.0,2003,2003-01-01
3wZlYu1Nax1q5xIy2S4Uwf,Mabel Kelly,"Celtic Dreams - Music of Turlough O'Carolan (1670-1738) on the Hammered Dulcimer, Vol. III",2kemHtgCNxjxvraxtPOuya,['Joemy Wilson'],['6UQpTKLLzOwwiIsZh653Ct'],10,1,False,0.39,0.1889999999999999,9,-16.735,0,0.0371,0.952,0.912,0.0997,0.342,139.91,398040,3.0,1989,1989-10-28
0qoGuyw9m56Fjb0l0quES9,License to grill,Control+Alt+Delete or Continue,4aBg76OpNqATnR9wvTdl01,['Eddie Florano'],['0w9lBMnxqakdj8iNBaRWhy'],6,1,False,0.425,0.768,2,-9.644,1,0.132,0.0474,0.0,0.5710000000000001,0.351,119.987,308027,4.0,2006,2006-01-18
7cyiKdzIX4k9c6RzrWTLet,Le jeu de Robin et de Marion (The Play of Robin and Marion): Scene 4: Rondeau III: Hareu,Adam De La Halle: Jeu De Robin Et De Marion (Le),7dmIdo5biRHkicdEusfaTW,"['Adam de la Halle', 'Tonus Peregrinus', 'Antony Pitts']","['5subEsI7oTDLALzsVZ6Fvw', '0K8Dhx1lhmDJaD0kSFyCa8', '5S0hA6Bm22OipedKMmBuyJ']",31,1,False,0.201,0.0624,9,-18.965,1,0.0433,0.995,5.95e-06,0.1009999999999999,0.0408,178.32,41000,3.0,2006,2006-04-18
4iy5HwQ3bopRpzrDNA6k1P,Jump,Fio da Memória,7IS2IuUCI0eaiOUIDOxtHD,['Luisa Maita'],['4BgTv4STSndm0cWNWsehl1'],11,1,False,0.461,0.0505,6,-16.395,1,0.0386,0.787,0.0,0.203,0.038,75.152,78670,3.0,2016,2016-09-23
5DP7jqxpIRpzhLSrcTJXSY,Trio Sonata in G Minor: II. Allegro,"Platti, G.: Chamber Music",1rHdDSUcSHDfjmQrpUNiTA,"['Giovanni Benedetto Platti', 'Epoca Barocca']","['0RFpVAGFCugeIDlW97oCFq', '3dt6Mekuloe8HXhLhUzdym']",6,1,False,0.4539999999999999,0.148,6,-21.302,0,0.0415,0.975,0.934,0.0916,0.552,84.693,224147,1.0,2008,2008-01-01
4MsqOjFHJQRg60kHJVOedN,Is Dit Waar Het Om Gaat,De Ontmoeting,0qPK4C8MFh8xRVmGejaRWM,['Frank Boeijen'],['0e6dXSbAaFM0M9SlsgHIBj'],2,1,False,0.601,0.428,0,-11.962,1,0.044,0.125,0.00186,0.127,0.737,116.902,219000,4.0,1994,1994-08-14
1nfk1cP8ayeJ3TgDa29X2b,Sinfonia in C Major: I. Allegro,The Italian Job,1FTwzl2HGmDg93kbaOI1Vo,"['Antonio Caldara', 'La Serenissima', 'Adrian Chandler']","['5K2RzBcPJRkr7qrYwSQdH8', '15PIcAgtP1zCipRK3sniUN', '7qJsLLT3iv2Uc0XbpnmEKz']",1,1,False,0.57,0.294,7,-15.828,1,0.0386,0.887,0.4629999999999999,0.113,0.511,98.765,331050,4.0,2017,2017-02-24
5qgY2doiFvj8YuTHAI73JK,"Nearer, My God, to Thee",Saffron,0vtxLZVPaQOcdEThsmUF5y,['Unwind'],['2suVuFVUbU1rDHJ5rWWRPZ'],5,1,False,0.411,0.344,10,-14.289,1,0.0316,0.767,0.56,0.148,0.4039999999999999,112.45,370287,4.0,2020,2020-03-05
2OPc7CXRIoGI6YycX5zOt7,Equality,Uhuru,21NKYca5yN4aK0dI1ByOtJ,"['Joe Blow', 'Mistah F.A.B.']","['3J44LjCSFOFm2Ft11coMId', '55TH3aMMK1u2VsR8DPGC6D']",1,1,True,0.429,0.878,8,-2.9389999999999996,0,0.307,0.263,0.0,0.118,0.51,81.38600000000002,249987,4.0,2020,2020-09-11
4ye2plvAKcXx3ngQaaYPVI,Captain Louie,Captain Louie (Original Off-Broadway Cast),54pSrkDtDQDXq1C1vELyuE,"['Kelsey Fatabene', 'Jimmy Dieffenbach', 'Sara Kapner', 'Captain Louie Company']","['1bAu1xNuz8DR48BM9nOmJA', '7lUKlqARz455KX2oJfeENG', '314ZWDpbT4qFbzS5n7gb5k', '0lNjauvSIGq0PO2g3ANJOf']",8,1,False,0.504,0.521,11,-7.298999999999999,1,0.103,0.461,0.0,0.143,0.53,101.67,208000,4.0,2005,2005-05-10
2ienKBcMTIzC42MJ5WcaXm,Get Somethin',Escape Plan,7AipdXUlnZBdfHF8odTmpl,['Storyville'],['216VxWS6wf0PCM6vNV0XJf'],6,1,False,0.746,0.643,6,-8.126,0,0.0622,0.0175,0.0,0.405,0.628,86.686,175467,5.0,2008,2008-07-03
35H83ylCDK47fvPyt8GDrT,Wherehouse Memories,Vaporize,5OxGol68lYOr4c0u2tO5Fz,"['Mekkanikka', 'YO-HEI']","['15XNEknq5BRs3UNngeqpFP', '1sUJd9xmVAkChV8AGXC1k8']",8,1,False,0.5670000000000001,0.883,1,-8.182,1,0.0417,2.4e-05,0.856,0.102,0.3929999999999999,145.00799999999995,432000,4.0,2004,2004
6nNfxNfws4o7hAiHLkajw5,Little Red Wagon,Do the Hokey Pokey: Learning with Action Songs,5l7gAChH9C8GNufxQRoAby,['Sing n Play'],['3at1vTRcH8tM7ZmnGXyiZs'],15,1,False,0.79,0.2769999999999999,9,-9.898,1,0.0387,0.746,0.0,0.154,0.375,131.881,153157,4.0,2013,2013-11-06
1hEdxQPxLXNc81FtdTbKBL,This Phone,Free Your Mind,5sXJFbgVl7uZLfdSzZfv7x,"['Too Slim and the Taildraggers', 'Tim Langford']","['7CSwswyyJWwaxmOeCkzZQe', '3vBVSNbfh2AF1lrQdzDCxr']",10,1,False,0.504,0.8240000000000001,6,-5.426,1,0.0308,0.109,0.21,0.3279999999999999,0.532,140.907,280707,4.0,2009,2009-03-17
7edItt0Jfca4PuPDQfEcJG,Saving My Ticket,Foolish (Remastered),1qmuiYImHKC0qwKQXH1U1O,['Superchunk'],['7lmde7T1WJPFwv1eR6melP'],5,1,False,0.307,0.985,11,-5.649,0,0.0506,0.0088,0.000179,0.284,0.4589999999999999,144.722,205781,4.0,1994,1994
1Q7jp0HTnssWspCA14NPQR,Cyber Haters,"Cold Fro T 5, Vol. 1",59WSCJh9LQCffwyK4LqIhV,['Afroman'],['4Icvbp9RDt5aY2TWDOVDsr'],5,1,True,0.604,0.384,8,-8.712,1,0.7509999999999999,0.929,0.0,0.823,0.6509999999999999,125.626,396048,3.0,2020,2020-08-31
5AXCTzIh7UtUgi8RMaZuOe,The On Hoom,The On Hoom,5IBSfjx8Mt4ab6Y0nyoPUH,['Lucas Brontk'],['0qhQAfYIZnsGZovz2WSVjs'],1,1,False,0.7829999999999999,0.445,7,-9.585,1,0.0441,0.00146,0.768,0.0956,0.8490000000000001,123.017,258829,4.0,2019,2019-04-19
2Ob7WNeV2p5NNenPhBZRFP,"Horn Concerto No. 4 in E-Flat Major, K. 495: III. Rondo. Allegro vivace - Excerpt",Mozart: Super Hits,20Ye1PabtgGKZEhvuQ8pdX,"['Wolfgang Amadeus Mozart', 'Franz Liszt Chamber Orchestra', 'János Rolla', 'Liszt Ferenc Kamarazenekar']","['4NJhFmfw43RLBLjQvxDuRS', '4OpmlNFluv2wUDzQeIgQDr', '0idaRQS8I2GsqPSPA5z5Mn', '7MYuUyBz2QtJJ5QqYG7p0s']",8,1,False,0.423,0.154,10,-24.256,1,0.0543,0.993,0.916,0.1159999999999999,0.421,91.047,226267,3.0,1965,1965
5qp5xTEUgbuLYtvzLwevku,Jelly Mama,Jelly Mama,04CDfAg84QdPMihccfBy7X,['The Jellybottys'],['19bBN3UyQfGGSaiKUlU5pV'],1,1,False,0.382,0.733,7,-13.464,1,0.0654,0.262,0.428,0.1669999999999999,0.643,171.59599999999998,206560,4.0,2013,2013-08-11
2XYA2Rm6H1muvdjjuHYsuw,Some Things Never Change,Cool Breeze,7JoDDqBQwxHzfMBCMshgbx,['Cary Hudson'],['5C4c9vTz48uHKhm885uA5c'],12,1,False,0.296,0.466,3,-9.443,1,0.0635,0.142,4.320000000000001e-05,0.812,0.1,183.13099999999997,315760,3.0,2006,2006-09-18
2bhW7jmrMOzI0RXL4E8X7D,Mix Switch This,Mixitch Mjeuga Djisc,3in1UZHc2h1XNh5Fj49jZ4,['Aelters'],['5O2mG2SfsV7bs3yZ8zsD71'],6,1,False,0.7509999999999999,0.8440000000000001,1,-6.632999999999999,1,0.255,0.00643,0.888,0.256,0.629,155.053,318093,4.0,2006,2006-07-18
5oar3dI2Wwdv3QGayZnjH9,The Curve,"One, For Words",0K9Izw1TbWxl8znDXqQO7H,['Keston Cobblers Club'],['38DmNaPnPBoXtbpFgXZNL8'],9,1,False,0.636,0.179,8,-9.429,1,0.0402,0.921,0.00312,0.0636,0.6829999999999999,145.127,145493,3.0,2012,2012-08-27
6ADbNAjFDUqZ1iWgvuDPEr,Lights In The City,Transient Breakdown,0y1bzB9QogJ0EGHPgcS7YU,['Black Death All Stars'],['2MpVlqznBG6wuAoCtZbcKM'],2,1,False,0.735,0.536,2,-9.083,1,0.0575,0.6990000000000001,0.0,0.111,0.883,131.07399999999998,138960,4.0,2009,2009-03-26
2aUDdkLV89N46HKqKP7ZZb,Largo,Vivaldi's Favorites - Vol. 2,5AJdiVjcfWmyniRuwS4NZZ,['Philharmonia Virtuosi'],['2CiOefhyfrERQekOFwxZqq'],9,1,False,0.2769999999999999,0.0184,7,-25.663,0,0.0472,0.964,0.0019199999999999,0.351,0.0783,116.551,180533,4.0,1993,1993
1DRKTU4TE7Z1DGc35dYiUO,Tu Dama de Hierro (Merengue),Merengue Latino 100 Hits,4JtfLn9Q2W8RJqnjass0ST,['Merengue Latin Band'],['6CfAyHRZimRXEFeC7Tcseo'],43,1,False,0.688,0.87,5,-2.73,1,0.0278,0.435,0.000166,0.0847,0.961,136.035,239920,4.0,2011,2011-03-04
17LYbFVWUNGZOPupUtccIu,Emrys Atkinson and Holly French: Nothing More,Taliesin: The Emrys Atkinson Collection,3oY32nkZJdMcjcdkSJvy1E,['Emrys Atkinson'],['1ljCnF7Ee5JEpgrhIujLVn'],15,1,False,0.763,0.426,9,-10.352,0,0.0295,0.725,2.1899999999999997e-05,0.354,0.893,108.964,245747,4.0,2006,2006-01-01
3Aj45ui1fLUaDLwzYGZ9MP,Juego,Kisses,5yV6JVfsLGdi3QMclVkvMW,['Anitta'],['7FNnA9vBm6EKceENgCGRMb'],9,1,False,0.815,0.828,10,-3.278,0,0.163,0.0827,2.2e-06,0.134,0.882,176.08599999999996,192324,4.0,2019,2019-04-05
47DIsNG580UbcPPLSIWS6l,God and the Policeman (feat. Kacey Musgraves),American Head,4H8NX3ovAZdY2iJmwSNqlw,"['The Flaming Lips', 'Kacey Musgraves']","['16eRpMNXSQ15wuJoeqguaB', '70kkdajctXSbqSMJbQO424']",12,1,False,0.539,0.71,11,-5.922999999999999,0,0.0284,0.152,3.09e-06,0.0887,0.4029999999999999,120.01,148400,4.0,2020,2020-09-11
2DK4Es9QeYCgX8Oalvoc28,The Game,End of Hope,3hloTQJZDtaj0EwMhoz6Q6,['Abstraction'],['7eWd6wdKacOqUkhpzh3Slq'],3,1,False,0.606,0.899,9,-6.011,0,0.04,0.00018,0.0151,0.0604,0.326,120.032,463733,4.0,2014,2014-02-10
2C8kjWd9cJ7Rn5YAabXZ2M,Bump And Grind,W.O.W.,5Xqp7ODRTN77Uo3Ne42z8x,['Plasmatics'],['4kf4d3tN0MZGpEP6BacY8j'],7,1,False,0.357,0.964,5,-5.959,0,0.0812,0.00322,0.00161,0.121,0.078,141.661,264693,4.0,2009,2009-01-27
7EjFruDPmgJz6pGkMtXM6u,"Suite No. 2 In D Minor, BMV 1008: Gigue",Bach: The 6 Cello Suites,64k1iVhyjA9oSXygSf1bPo,"['Johann Sebastian Bach', 'Antonio Meneses']","['5aIqB5nVVvmFsvSdExz408', '71ZkFRxbUaC9OFrTHTYHPh']",12,1,False,0.456,0.133,2,-18.604,0,0.0574,0.994,0.8640000000000001,0.0902,0.799,138.002,156853,4.0,2006,2006-01-01
2MmVAr4UZmlIJyklLyJhPt,Bassaxunison,Reloaded,3LKWLZrUhJpbhzGrtWjLRk,['Depart'],['0pj9v0NuUQGA7AKryT3toq'],10,1,False,0.48,0.6659999999999999,2,-9.271,1,0.0534,0.0371,0.7929999999999999,0.0662,0.6729999999999999,131.749,200133,3.0,2006,2006-10-06
6GYGIoOYdQZgfrr7VE6f4f,Ridin' Top Dine,Another 48 Hours,5zL3VEnJMDBrsQFZPCRpDN,['Trae Tha Truth'],['49vCIUW46QY3L5vo1xVFoy'],8,1,True,0.477,0.787,0,-6.4220000000000015,1,0.257,0.236,0.0111,0.35,0.626,145.326,181760,4.0,2016,2016-06-27
0RPnX7uEz3OYYKFh4r5zUz,Applause,Remembering the Basher,3vp0TmPvHc64GUcuMizmxl,['Overdrive'],['7yThVqxSNKL8GS2zUENRAk'],12,1,False,0.362,1.0,5,-12.323,1,0.439,0.504,0.665,0.872,0.0191,118.309,46560,4.0,2006,2006-10-16
4AuaqxG3Cy3HugTTeZIog7,SouthSide Bounce,Neon,6q0BOmNL0up9gLybG7NBKh,['MONE CORLEONE'],['77lM1DKHrNpkOVbMiIazp2'],6,1,True,0.764,0.903,1,-5.574,1,0.243,0.32,0.0,0.163,0.7190000000000001,96.342,197642,4.0,2020,2020-10-05
7zYGxCV73FXVKDHCCgDWVc,City,Ayn Trio,0PtCwe55hHVT7352NP9emZ,['Basel Zayed'],['7t4g2P8W9I8SFczpM05L9H'],4,1,False,0.416,0.184,5,-15.064,1,0.0403,0.8170000000000001,0.901,0.0757,0.5479999999999999,100.014,277680,4.0,2018,2018-07-01
1N73zjkvvrROhgO1TLdlw7,"Weichet Nur, Betrubte Schatten, BWV 202, ""Wedding Cantata"": Recitative: So Sei Das Band Der Keuschen Liebe","Bach, J.S.: Soprano Cantatas, Bwv199, 202 And 209",2CYQhnJFDcVZL8azt6X4c5,"['Johann Sebastian Bach', 'Capella Istropolitana', 'Friederike Wagner']","['5aIqB5nVVvmFsvSdExz408', '3COykW4UPvB0DqwnzlnfWt', '0PEbIiGHb7Rq9TKc0jdqiE']",16,1,False,0.3779999999999999,0.0423,7,-23.412,1,0.0996,0.955,1.4499999999999992e-05,0.348,0.472,179.57,21493,5.0,1992,1992-08-17
3nQIEl6ORixtnil2tonWtF,I Can Tell,I Can Tell,0bTQFjL3PZe1zEX1znnyUt,"['Mercedes', 'Mac', 'Jahbo']","['2cWlk4ZXZEaoKQnDA3wtgQ', '2FRqPHyW2wAumuNpD7XY5v', '5yltzYhCNPoI7F3q4dMxMT']",1,1,True,0.763,0.644,8,-8.941,0,0.241,0.0103,0.0,0.0513,0.732,80.04,216111,4.0,2020,2020-05-01
2UEBtIMF2E22fm1m58Y4lX,I Don't Care Where I Go When I Die,I Dont Care Where I Go When I Die,6GnhmUgRDSALQuE44Vn2ic,['Gaza'],['6F6C7Szo2ndt2re6G6WE54'],2,1,False,0.305,0.82,4,-5.874,0,0.077,1.4300000000000004e-05,0.0868,0.769,0.113,100.99,78809,4.0,2006,2006-01-01
3qbuFyszSUjPgrkNLlXbhS,Burning Herself,The Elektra Collection (1971-1978),2BX2IsCYi8Rb3ScHuX21us,['Harry Chapin'],['42q4Ivs7tAiCZ5C7eG5q4c'],4,2,False,0.6859999999999999,0.424,9,-13.932,0,0.0782,0.369,0.0,0.0647,0.541,135.356,210467,4.0,2015,2015-10-09
7qW6z2AcYQWHPOdt3vuqc3,No Questions,Lay of the Land,5qCeP75Sg0Fj0qZxpf3pmg,['Seachange'],['5VFMg6FVGEArRv7PPBl9yS'],10,1,False,0.3989999999999999,0.968,0,-3.347,1,0.0741,0.0475,0.00263,0.304,0.359,150.041,214240,4.0,2004,2004-05-17
7fQLqKbI2VsLsxV48HoWws,B.O.A,Rolling Stone,5MrbUXOElJjknVhtPLB5EI,['Flash Wilks'],['0CTFdFMoklniKZwqIHqFzc'],8,1,True,0.6679999999999999,0.5920000000000001,10,-11.811,0,0.245,0.0654,0.0,0.1669999999999999,0.581,75.028,179500,4.0,2013,2013-05-10
6Tf1SWTaWLUvSVjniQqshw,As At First: II. Echoes and Acorns,As At First,09N8P3Ilnq5FJi0CncwWh9,['Adam Sherkin'],['56vCVVDCPodiBQtyuoQsWO'],9,1,False,0.476,0.0017399999999999,4,-33.107,1,0.0852,0.995,0.8740000000000001,0.113,0.0931,66.329,307747,3.0,2012,2012-12-01
7hw10sYm7HRjIeqJo0lG25,Moelfre Hill,The Dust of Time,24vXoHGUKCD4NWcHLLFnPO,['John Meed'],['4YzeOpdlxMBmlJCcqVu9RV'],1,1,False,0.627,0.184,11,-16.111,1,0.0307,0.805,2.04e-05,0.0999,0.214,112.958,235160,4.0,2013,2013-11-15
77JzXZonNumWsuXKy9vr3U,Beasty,Hoodie SZN,3r5hf3Cj3EMh1C2saQ8jyt,['A Boogie Wit da Hoodie'],['31W5EY0aAly4Qieq6OFu6I'],2,1,True,0.86,0.418,7,-9.061,0,0.158,0.292,0.0,0.106,0.374,126.023,152829,4.0,2018,2018-12-21
