<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
AAPL.US,D,19880425,000000,0.30767,0.31348,0.30592,0.31261,175270941,0
AAPL.US,D,19880426,000000,0.31348,0.31922,0.31163,0.31744,205354742,0
AAPL.US,D,19880427,000000,0.31922,0.3211,0.31744,0.31922,147803135,0
AAPL.US,D,19880428,000000,0.31922,0.3211,0.31523,0.31649,115809626,0
AAPL.US,D,19880429,000000,0.31523,0.31744,0.30938,0.31348,105097189,0
AAPL.US,D,19880502,000000,0.31163,0.31523,0.30938,0.31348,95993551,0
AAPL.US,D,19880503,000000,0.31348,0.32296,0.31163,0.31922,145187068,0
AAPL.US,D,19880504,000000,0.3202,0.32972,0.31922,0.3211,261598414,0
AAPL.US,D,19880505,000000,0.3211,0.32296,0.31744,0.31922,82285764,0
AAPL.US,D,19880506,000000,0.31808,0.31922,0.31523,0.31523,125004810,0
AAPL.US,D,19880509,000000,0.31523,0.31523,0.30938,0.31163,89191987,0
AAPL.US,D,19880510,000000,0.30938,0.31348,0.30767,0.31261,112003287,0
AAPL.US,D,19880511,000000,0.30767,0.31163,0.30218,0.30218,204046815,0
AAPL.US,D,19880512,000000,0.30218,0.30767,0.30218,0.30398,96909129,0
AAPL.US,D,19880513,000000,0.30767,0.30938,0.30592,0.30938,83384467,0
AAPL.US,D,19880516,000000,0.30938,0.31649,0.30592,0.31523,87308512,0
AAPL.US,D,19880517,000000,0.31744,0.3211,0.30767,0.30938,226282619,0
AAPL.US,D,19880518,000000,0.30938,0.31163,0.30218,0.30398,204046815,0
AAPL.US,D,19880519,000000,0.30218,0.30398,0.29426,0.2981,291682283,0
AAPL.US,D,19880520,000000,0.29998,0.30218,0.29627,0.29627,95457305,0
AAPL.US,D,19880523,000000,0.29426,0.29716,0.28592,0.29055,214510716,0
AAPL.US,D,19880524,000000,0.29055,0.2981,0.28868,0.29716,166114963,0
AAPL.US,D,19880525,000000,0.2981,0.30398,0.29426,0.29426,158267090,0
AAPL.US,D,19880526,000000,0.29426,0.30218,0.29426,0.30125,100179122,0
AAPL.US,D,19880527,000000,0.29998,0.30592,0.2981,0.30398,98047138,0
AAPL.US,D,19880531,000000,0.30592,0.31744,0.30398,0.31744,143879131,0
AAPL.US,D,19880601,000000,0.31744,0.32475,0.31523,0.32475,268138320,0
AAPL.US,D,19880602,000000,0.3211,0.32475,0.31744,0.31922,155651081,0
AAPL.US,D,19880603,000000,0.31922,0.33055,0.31922,0.32879,205354742,0
AAPL.US,D,19880606,000000,0.32687,0.33639,0.32687,0.33639,192274864,0
AAPL.US,D,19880607,000000,0.33458,0.34592,0.33269,0.33639,363621779,0
AAPL.US,D,19880608,000000,0.33817,0.34802,0.33639,0.34401,302146232,0
AAPL.US,D,19880609,000000,0.34401,0.34592,0.33055,0.33269,315226091,0
AAPL.US,D,19880610,000000,0.33269,0.34215,0.32879,0.3401,206662719,0
AAPL.US,D,19880613,000000,0.34401,0.34592,0.33817,0.34401,173962908,0
AAPL.US,D,19880614,000000,0.34592,0.35169,0.34401,0.34592,341503680,0
AAPL.US,D,19880615,000000,0.34592,0.34987,0.34401,0.34987,142571119,0
AAPL.US,D,19880616,000000,0.34401,0.34592,0.33817,0.3401,125397177,0
AAPL.US,D,19880617,000000,0.34215,0.34215,0.33817,0.34215,111401665,0
AAPL.US,D,19880620,000000,0.33948,0.34215,0.33639,0.33727,91794876,0
AAPL.US,D,19880621,000000,0.33639,0.34401,0.33553,0.34305,144336917,0
AAPL.US,D,19880622,000000,0.34802,0.35079,0.34401,0.34861,228388541,0
AAPL.US,D,19880623,000000,0.34987,0.34987,0.34401,0.34401,83371445,0
AAPL.US,D,19880624,000000,0.34401,0.34802,0.3401,0.34401,87256169,0
AAPL.US,D,19880627,000000,0.3401,0.3471,0.3401,0.3401,97654695,0
AAPL.US,D,19880628,000000,0.34215,0.35348,0.3401,0.35348,189855066,0
AAPL.US,D,19880629,000000,0.35169,0.35749,0.34987,0.35474,167527641,0
AAPL.US,D,19880630,000000,0.35348,0.35749,0.35169,0.35348,133938395,0
AAPL.US,D,19880701,000000,0.35539,0.35843,0.35348,0.35539,110407602,0
AAPL.US,D,19880705,000000,0.35539,0.36116,0.35254,0.36116,121983366,0
AAPL.US,D,19880706,000000,0.36024,0.36331,0.35254,0.35539,182831143,0
AAPL.US,D,19880707,000000,0.35539,0.35539,0.34592,0.35079,123330576,0
AAPL.US,D,19880708,000000,0.34802,0.35169,0.34401,0.34592,123082037,0
AAPL.US,D,19880711,000000,0.34802,0.34802,0.34305,0.34503,85987347,0
AAPL.US,D,19880712,000000,0.34401,0.34592,0.3401,0.34215,117837045,0
AAPL.US,D,19880713,000000,0.34215,0.34401,0.33817,0.34215,134500792,0
AAPL.US,D,19880714,000000,0.34215,0.34592,0.3401,0.34401,73352177,0
AAPL.US,D,19880715,000000,0.34401,0.34802,0.34215,0.34401,96961487,0
AAPL.US,D,19880718,000000,0.3471,0.35169,0.34592,0.34802,132551917,0
AAPL.US,D,19880719,000000,0.34401,0.34802,0.33553,0.34215,142832731,0
AAPL.US,D,19880720,000000,0.34215,0.34401,0.33639,0.33817,140242934,0
AAPL.US,D,19880721,000000,0.33458,0.33639,0.32687,0.32879,174041423,0
AAPL.US,D,19880722,000000,0.32879,0.33055,0.32475,0.32475,121277030,0
AAPL.US,D,19880725,000000,0.32687,0.33055,0.32296,0.32687,123670666,0
AAPL.US,D,19880726,000000,0.32687,0.33055,0.32296,0.32687,118569484,0
AAPL.US,D,19880727,000000,0.32687,0.33055,0.32475,0.32687,136083453,0
AAPL.US,D,19880728,000000,0.32475,0.32879,0.32296,0.3257,108236377,0
AAPL.US,D,19880729,000000,0.33055,0.3401,0.32879,0.33948,185630190,0
AAPL.US,D,19880801,000000,0.3401,0.34987,0.33817,0.34401,100362193,0
AAPL.US,D,19880802,000000,0.34401,0.34802,0.3401,0.34103,141642441,0
AAPL.US,D,19880803,000000,0.34215,0.34215,0.33639,0.34215,129451953,0
AAPL.US,D,19880804,000000,0.34215,0.34592,0.3401,0.34103,80480729,0
AAPL.US,D,19880805,000000,0.3401,0.34401,0.33817,0.33817,61501786,0
AAPL.US,D,19880808,000000,0.3401,0.34215,0.33639,0.33639,34962646,0
AAPL.US,D,19880809,000000,0.33639,0.33817,0.32879,0.33269,198566279,0
AAPL.US,D,19880810,000000,0.33458,0.33458,0.31922,0.3202,172615744,0
AAPL.US,D,19880811,000000,0.32296,0.33055,0.3211,0.33055,123853777,0
AAPL.US,D,19880812,000000,0.32879,0.32879,0.32296,0.32475,90486884,0
AAPL.US,D,19880815,000000,0.32296,0.32296,0.30938,0.31523,194655370,0
AAPL.US,D,19880816,000000,0.31348,0.33055,0.31163,0.32475,143355925,0
AAPL.US,D,19880817,000000,0.32475,0.32687,0.31922,0.3211,138908816,0
AAPL.US,D,19880818,000000,0.3211,0.32879,0.31922,0.32475,86497557,0
AAPL.US,D,19880819,000000,0.32475,0.32687,0.30938,0.31163,265522390,0
AAPL.US,D,19880822,000000,0.30767,0.31163,0.30218,0.30398,198762509,0
AAPL.US,D,19880823,000000,0.30398,0.30767,0.29998,0.30218,191032259,0
AAPL.US,D,19880824,000000,0.30398,0.31163,0.30218,0.31163,146534366,0
AAPL.US,D,19880825,000000,0.30767,0.30938,0.29998,0.30671,149111101,0
AAPL.US,D,19880826,000000,0.30592,0.31163,0.30592,0.30767,46891559,0
AAPL.US,D,19880829,000000,0.31163,0.31348,0.30938,0.31261,66838424,0
AAPL.US,D,19880830,000000,0.31163,0.31348,0.30592,0.31261,59055828,0
AAPL.US,D,19880831,000000,0.31348,0.31438,0.30218,0.30492,277582051,0
AAPL.US,D,19880901,000000,0.30398,0.30398,0.29426,0.29716,288150649,0
AAPL.US,D,19880902,000000,0.30218,0.30592,0.2981,0.30398,217571412,0
AAPL.US,D,19880906,000000,0.30592,0.30592,0.29627,0.29716,167527641,0
AAPL.US,D,19880907,000000,0.2981,0.30218,0.28868,0.29231,209174059,0
AAPL.US,D,19880908,000000,0.29231,0.30218,0.28868,0.29627,242043985,0
AAPL.US,D,19880909,000000,0.29627,0.31348,0.28868,0.30938,274063625,0
AAPL.US,D,19880912,000000,0.31348,0.31922,0.30671,0.31348,172877324,0
AAPL.US,D,19880913,000000,0.30767,0.31523,0.30592,0.31348,139772040,0
AAPL.US,D,19880914,000000,0.31922,0.32418,0.31744,0.3211,278615404,0
AAPL.US,D,19880915,000000,0.3211,0.32687,0.31744,0.31808,193582869,0
AAPL.US,D,19880916,000000,0.31744,0.32687,0.31649,0.32296,144533156,0
AAPL.US,D,19880919,000000,0.3211,0.32296,0.31523,0.31922,107595448,0
AAPL.US,D,19880920,000000,0.31922,0.32296,0.31649,0.31744,119916690,0
AAPL.US,D,19880921,000000,0.31922,0.32879,0.31744,0.32687,106679835,0
AAPL.US,D,19880922,000000,0.32879,0.33639,0.32687,0.33639,170117457,0
AAPL.US,D,19880923,000000,0.33269,0.33817,0.33269,0.33458,118517148,0
AAPL.US,D,19880926,000000,0.33458,0.33639,0.32475,0.32687,101644037,0
AAPL.US,D,19880927,000000,0.32475,0.33269,0.32475,0.33185,190339030,0
AAPL.US,D,19880928,000000,0.33269,0.33727,0.33055,0.33269,98910363,0
AAPL.US,D,19880929,000000,0.33458,0.33817,0.33269,0.33639,123879967,0
AAPL.US,D,19880930,000000,0.33639,0.33639,0.33055,0.33055,108484885,0
AAPL.US,D,19881003,000000,0.32879,0.33055,0.3211,0.32475,106012778,0
AAPL.US,D,19881004,000000,0.32296,0.32687,0.31438,0.31744,60324605,0
AAPL.US,D,19881005,000000,0.31523,0.31922,0.30938,0.31261,143879131,0
AAPL.US,D,19881006,000000,0.30938,0.31261,0.29998,0.30398,195924149,0
AAPL.US,D,19881007,000000,0.2981,0.30398,0.29361,0.30398,534393262,0
AAPL.US,D,19881010,000000,0.30218,0.30398,0.28686,0.29426,388473669,0
AAPL.US,D,19881011,000000,0.29231,0.30218,0.29231,0.2981,227211314,0
AAPL.US,D,19881012,000000,0.29426,0.2981,0.29055,0.29627,155258637,0
AAPL.US,D,19881013,000000,0.29426,0.30398,0.29426,0.2981,192065523,0
AAPL.US,D,19881014,000000,0.30218,0.30218,0.29141,0.29627,183642084,0
AAPL.US,D,19881017,000000,0.29426,0.2981,0.29231,0.29426,109413547,0
AAPL.US,D,19881018,000000,0.2981,0.30218,0.29231,0.30125,166533600,0
AAPL.US,D,19881019,000000,0.30398,0.31163,0.30218,0.30592,323871946,0
AAPL.US,D,19881020,000000,0.30592,0.31808,0.30592,0.31744,202581781,0
AAPL.US,D,19881021,000000,0.31523,0.31922,0.31163,0.31348,144349992,0
AAPL.US,D,19881024,000000,0.31523,0.31523,0.30271,0.30592,157848480,0
AAPL.US,D,19881025,000000,0.30767,0.30767,0.30398,0.30492,99485897,0
AAPL.US,D,19881026,000000,0.30592,0.30592,0.29426,0.29998,220396669,0
AAPL.US,D,19881027,000000,0.29627,0.29998,0.29231,0.2981,167802333,0
AAPL.US,D,19881028,000000,0.2981,0.30218,0.29426,0.29426,98661817,0
AAPL.US,D,19881031,000000,0.29627,0.29627,0.28686,0.29522,283677275,0
AAPL.US,D,19881101,000000,0.29426,0.29627,0.28868,0.29055,167815342,0
AAPL.US,D,19881102,000000,0.29231,0.29231,0.28102,0.28468,243521968,0
AAPL.US,D,19881103,000000,0.28468,0.28686,0.28102,0.2838,283154104,0
AAPL.US,D,19881104,000000,0.28102,0.29055,0.28102,0.28868,179613419,0
AAPL.US,D,19881107,000000,0.28468,0.28868,0.28283,0.28686,198631695,0
AAPL.US,D,19881108,000000,0.28686,0.29627,0.28592,0.29426,180463668,0
AAPL.US,D,19881109,000000,0.29231,0.30125,0.29055,0.29998,235582449,0
AAPL.US,D,19881110,000000,0.30218,0.30398,0.2981,0.30218,116685959,0
AAPL.US,D,19881111,000000,0.2981,0.30271,0.29426,0.29426,126927592,0
AAPL.US,D,19881114,000000,0.29627,0.2981,0.29231,0.29716,99538182,0
AAPL.US,D,19881115,000000,0.2981,0.29998,0.29627,0.2981,93429832,0
AAPL.US,D,19881116,000000,0.2981,0.29998,0.28868,0.29055,172654980,0
AAPL.US,D,19881117,000000,0.29055,0.29426,0.29055,0.29231,92893588,0
AAPL.US,D,19881118,000000,0.29426,0.29426,0.29055,0.29055,67256964,0
AAPL.US,D,19881121,000000,0.28686,0.28868,0.27704,0.27982,259152480,0
AAPL.US,D,19881122,000000,0.2789,0.28197,0.27526,0.27609,173060414,0
AAPL.US,D,19881123,000000,0.27343,0.28283,0.27153,0.28197,219546500,0
AAPL.US,D,19881125,000000,0.27704,0.28102,0.27526,0.2789,56400594,0
AAPL.US,D,19881128,000000,0.2789,0.28102,0.27526,0.2789,162753464,0
AAPL.US,D,19881129,000000,0.2789,0.28102,0.27526,0.28102,108223289,0
AAPL.US,D,19881130,000000,0.28102,0.29055,0.28102,0.28744,196015683,0
AAPL.US,D,19881201,000000,0.28868,0.2981,0.28686,0.29627,247772984,0
AAPL.US,D,19881202,000000,0.29231,0.30492,0.29055,0.29998,389729381,0
AAPL.US,D,19881205,000000,0.30218,0.30592,0.29627,0.30218,180332870,0
AAPL.US,D,19881206,000000,0.29998,0.30398,0.2981,0.30218,122545798,0
AAPL.US,D,19881207,000000,0.2981,0.30218,0.29627,0.30125,114606278,0
AAPL.US,D,19881208,000000,0.29998,0.29998,0.29627,0.2991,69441289,0
AAPL.US,D,19881209,000000,0.29998,0.30218,0.29627,0.2991,52502824,0
AAPL.US,D,19881212,000000,0.29998,0.30218,0.29426,0.29426,137666238,0
AAPL.US,D,19881213,000000,0.29426,0.29627,0.29231,0.29627,143120503,0
AAPL.US,D,19881214,000000,0.29426,0.30592,0.29426,0.30398,225746403,0
AAPL.US,D,19881215,000000,0.30592,0.30938,0.29998,0.30218,131466308,0
AAPL.US,D,19881216,000000,0.30218,0.30938,0.29998,0.30671,214288324,0
AAPL.US,D,19881219,000000,0.30767,0.31348,0.30592,0.31163,273658151,0
AAPL.US,D,19881220,000000,0.31348,0.31744,0.31034,0.31348,320209546,0
AAPL.US,D,19881221,000000,0.31348,0.3211,0.31348,0.31922,282578632,0
AAPL.US,D,19881222,000000,0.31922,0.3211,0.31163,0.31348,123827622,0
AAPL.US,D,19881223,000000,0.31348,0.31649,0.31348,0.31438,47833267,0
AAPL.US,D,19881227,000000,0.31348,0.31744,0.30938,0.30938,70056040,0
AAPL.US,D,19881228,000000,0.30938,0.31163,0.30398,0.30767,60193810,0
AAPL.US,D,19881229,000000,0.30767,0.31163,0.30767,0.30938,137587680,0
AAPL.US,D,19881230,000000,0.30938,0.31523,0.30767,0.30767,95404947,0
AAPL.US,D,19890103,000000,0.30767,0.30938,0.30592,0.30884,116803660,0
AAPL.US,D,19890104,000000,0.31163,0.32205,0.30938,0.3211,280224226,0
AAPL.US,D,19890105,000000,0.3211,0.33055,0.31523,0.32296,358913049,0
AAPL.US,D,19890106,000000,0.32296,0.33269,0.32296,0.3257,232011660,0
AAPL.US,D,19890109,000000,0.32879,0.32972,0.32296,0.32879,92618870,0
AAPL.US,D,19890110,000000,0.32475,0.32781,0.31744,0.3257,120662266,0
AAPL.US,D,19890111,000000,0.32296,0.32475,0.31523,0.32205,182334157,0
AAPL.US,D,19890112,000000,0.32296,0.32879,0.3211,0.32687,175545605,0
AAPL.US,D,19890113,000000,0.32687,0.33269,0.32418,0.33055,226452661,0
AAPL.US,D,19890116,000000,0.33055,0.33639,0.32879,0.33458,196892054,0
AAPL.US,D,19890117,000000,0.33055,0.33269,0.30592,0.30884,883600978,0
AAPL.US,D,19890118,000000,0.31163,0.31438,0.30218,0.30398,569826740,0
AAPL.US,D,19890119,000000,0.30938,0.31348,0.30592,0.30938,298954634,0
AAPL.US,D,19890120,000000,0.30938,0.31744,0.30767,0.31348,202895755,0
AAPL.US,D,19890123,000000,0.31163,0.31523,0.31163,0.31348,210835229,0
AAPL.US,D,19890124,000000,0.31348,0.31922,0.31163,0.31808,260774336,0
AAPL.US,D,19890125,000000,0.31922,0.3211,0.31348,0.31744,129556656,0
AAPL.US,D,19890126,000000,0.31163,0.32205,0.31034,0.31922,333145529,0
AAPL.US,D,19890127,000000,0.29231,0.29998,0.27704,0.28744,2484217055,0
AAPL.US,D,19890130,000000,0.28744,0.29055,0.28468,0.28592,684943197,0
AAPL.US,D,19890131,000000,0.28468,0.28868,0.28102,0.28868,537624031,0
AAPL.US,D,19890201,000000,0.28868,0.30271,0.28592,0.29998,569395132,0
AAPL.US,D,19890202,000000,0.30218,0.30767,0.29998,0.30398,552966733,0
AAPL.US,D,19890203,000000,0.30592,0.30767,0.2981,0.29998,208938668,0
AAPL.US,D,19890206,000000,0.30218,0.30218,0.29231,0.29426,136332069,0
AAPL.US,D,19890207,000000,0.29231,0.29998,0.29231,0.2981,192876491,0
AAPL.US,D,19890208,000000,0.2981,0.30218,0.29055,0.29231,183367425,0
AAPL.US,D,19890209,000000,0.29231,0.2981,0.29055,0.29231,187801535,0
AAPL.US,D,19890210,000000,0.29231,0.29231,0.28283,0.28468,406811731,0
AAPL.US,D,19890213,000000,0.28102,0.28468,0.28102,0.28283,274665275,0
AAPL.US,D,19890214,000000,0.28197,0.28283,0.26945,0.27343,1041227110,0
AAPL.US,D,19890215,000000,0.27343,0.27704,0.27153,0.27704,386119265,0
AAPL.US,D,19890216,000000,0.27704,0.28468,0.27526,0.27835,298614571,0
AAPL.US,D,19890217,000000,0.27704,0.28283,0.27704,0.28102,136462798,0
AAPL.US,D,19890221,000000,0.28197,0.28868,0.28102,0.28686,222541772,0
AAPL.US,D,19890222,000000,0.28468,0.28686,0.2789,0.28102,278327644,0
AAPL.US,D,19890223,000000,0.2789,0.28283,0.27704,0.28102,111375546,0
AAPL.US,D,19890224,000000,0.28283,0.28283,0.27526,0.27526,177664602,0
AAPL.US,D,19890227,000000,0.27526,0.2789,0.27343,0.2789,135377128,0
AAPL.US,D,19890228,000000,0.2789,0.28102,0.27526,0.27704,205564072,0
AAPL.US,D,19890301,000000,0.27704,0.2789,0.27153,0.27526,198683991,0
AAPL.US,D,19890302,000000,0.27343,0.27704,0.26574,0.26759,439498453,0
AAPL.US,D,19890303,000000,0.26945,0.26945,0.25997,0.26574,452866110,0
AAPL.US,D,19890306,000000,0.26759,0.27436,0.26358,0.27153,196800472,0
AAPL.US,D,19890307,000000,0.27153,0.27526,0.26759,0.27343,304448220,0
AAPL.US,D,19890308,000000,0.2722,0.27704,0.26945,0.26945,252599501,0
AAPL.US,D,19890309,000000,0.26945,0.27343,0.26358,0.26358,155834167,0
AAPL.US,D,19890310,000000,0.26358,0.26759,0.26173,0.26759,119955938,0
AAPL.US,D,19890313,000000,0.26759,0.27153,0.26574,0.26759,153113538,0
AAPL.US,D,19890314,000000,0.26759,0.27153,0.26668,0.26945,189122543,0
AAPL.US,D,19890315,000000,0.26945,0.27153,0.26574,0.26759,105175697,0
AAPL.US,D,19890316,000000,0.26759,0.27153,0.26358,0.26945,224503825,0
AAPL.US,D,19890317,000000,0.26358,0.27343,0.25997,0.26668,276928087,0
AAPL.US,D,19890320,000000,0.26759,0.26945,0.26358,0.26668,211907780,0
AAPL.US,D,19890321,000000,0.27153,0.27153,0.26574,0.26668,149712757,0
AAPL.US,D,19890322,000000,0.26173,0.26574,0.2581,0.25902,169162592,0
AAPL.US,D,19890323,000000,0.25997,0.26358,0.2581,0.26302,138869533,0
AAPL.US,D,19890327,000000,0.26173,0.26358,0.25624,0.2581,177115198,0
AAPL.US,D,19890328,000000,0.25997,0.26358,0.25997,0.25997,164964008,0
AAPL.US,D,19890329,000000,0.25997,0.26358,0.25997,0.26173,86889973,0
AAPL.US,D,19890330,000000,0.26173,0.26759,0.25997,0.26574,122912010,0
AAPL.US,D,19890331,000000,0.26759,0.27343,0.26574,0.2722,216459602,0
AAPL.US,D,19890403,000000,0.27153,0.27704,0.26574,0.26759,194197580,0
AAPL.US,D,19890404,000000,0.26358,0.26668,0.25902,0.26358,135154809,0
AAPL.US,D,19890405,000000,0.26358,0.26945,0.26173,0.26759,140439094,0
AAPL.US,D,19890406,000000,0.26574,0.27609,0.26358,0.27526,182621859,0
AAPL.US,D,19890407,000000,0.27526,0.28686,0.27526,0.28592,414568089,0
AAPL.US,D,19890410,000000,0.28468,0.29055,0.28102,0.28283,158096974,0
AAPL.US,D,19890411,000000,0.28686,0.29055,0.28283,0.28868,171137683,0
AAPL.US,D,19890412,000000,0.29231,0.29998,0.28962,0.29426,453023022,0
AAPL.US,D,19890413,000000,0.29627,0.30218,0.29231,0.29426,211698515,0
AAPL.US,D,19890414,000000,0.2981,0.29998,0.29231,0.29627,144062250,0
AAPL.US,D,19890417,000000,0.29426,0.29998,0.29055,0.29998,163669049,0
AAPL.US,D,19890418,000000,0.30218,0.30938,0.29998,0.30671,655147018,0
AAPL.US,D,19890419,000000,0.30592,0.31808,0.30398,0.31261,497363965,0
AAPL.US,D,19890420,000000,0.31163,0.31744,0.30767,0.31163,209998138,0
AAPL.US,D,19890421,000000,0.30938,0.31261,0.30398,0.30671,134500792,0
AAPL.US,D,19890424,000000,0.30592,0.30767,0.30218,0.30671,129386572,0
AAPL.US,D,19890425,000000,0.30592,0.30938,0.30398,0.30592,135677978,0
AAPL.US,D,19890426,000000,0.30592,0.30767,0.2991,0.30398,217375219,0
AAPL.US,D,19890427,000000,0.30218,0.30592,0.2981,0.30125,162779615,0
AAPL.US,D,19890428,000000,0.29998,0.30218,0.29426,0.2981,121290117,0
AAPL.US,D,19890501,000000,0.29426,0.29998,0.29426,0.2981,94201604,0
AAPL.US,D,19890502,000000,0.2981,0.30767,0.2981,0.30492,251958523,0
AAPL.US,D,19890503,000000,0.30398,0.31163,0.30398,0.30767,257556714,0
AAPL.US,D,19890504,000000,0.30767,0.31523,0.30592,0.31348,220619017,0
AAPL.US,D,19890505,000000,0.32475,0.32687,0.31744,0.31744,538094823,0
AAPL.US,D,19890508,000000,0.31744,0.32296,0.31744,0.32296,240487447,0
AAPL.US,D,19890509,000000,0.3211,0.32879,0.3211,0.32475,404980535,0
AAPL.US,D,19890510,000000,0.32879,0.33269,0.32475,0.33055,273788926,0
AAPL.US,D,19890511,000000,0.33055,0.33817,0.32879,0.33553,351457490,0
AAPL.US,D,19890512,000000,0.3401,0.34401,0.33639,0.34401,545550419,0
AAPL.US,D,19890515,000000,0.34215,0.35348,0.34215,0.35169,371260497,0
AAPL.US,D,19890516,000000,0.35169,0.35348,0.34401,0.3471,267052729,0
AAPL.US,D,19890517,000000,0.34592,0.34802,0.34401,0.34592,290164933,0
AAPL.US,D,19890518,000000,0.34592,0.34802,0.34215,0.34215,246713500,0
AAPL.US,D,19890519,000000,0.34215,0.35348,0.34215,0.34987,386289328,0
AAPL.US,D,19890522,000000,0.34987,0.35348,0.34592,0.35169,222358650,0
AAPL.US,D,19890523,000000,0.35169,0.35169,0.34592,0.34802,157037536,0
AAPL.US,D,19890524,000000,0.34592,0.36507,0.34592,0.36507,347559645,0
AAPL.US,D,19890525,000000,0.36116,0.37461,0.36116,0.3688,271369122,0
AAPL.US,D,19890526,000000,0.3688,0.37461,0.367,0.37068,131400864,0
AAPL.US,D,19890530,000000,0.3688,0.37461,0.36238,0.36331,130707628,0
AAPL.US,D,19890531,000000,0.36331,0.36794,0.35932,0.36507,134553118,0
AAPL.US,D,19890601,000000,0.36507,0.37654,0.36331,0.37276,209631889,0
AAPL.US,D,19890602,000000,0.37068,0.37857,0.37068,0.37461,145370246,0
AAPL.US,D,19890605,000000,0.37276,0.37461,0.35539,0.35932,144951659,0
AAPL.US,D,19890606,000000,0.35749,0.35932,0.35348,0.35749,169345698,0
AAPL.US,D,19890607,000000,0.35749,0.37068,0.35749,0.3688,205158577,0
AAPL.US,D,19890608,000000,0.37068,0.37461,0.36116,0.36398,207892265,0
AAPL.US,D,19890609,000000,0.36116,0.36507,0.35539,0.35932,110263756,0
AAPL.US,D,19890612,000000,0.35749,0.36507,0.35348,0.36331,94437026,0
AAPL.US,D,19890613,000000,0.36331,0.37276,0.35932,0.37068,269747200,0
AAPL.US,D,19890614,000000,0.37461,0.38404,0.3688,0.37914,293487251,0
AAPL.US,D,19890615,000000,0.37857,0.38043,0.36331,0.36331,188494713,0
AAPL.US,D,19890616,000000,0.34215,0.34802,0.33269,0.3401,632976597,0
AAPL.US,D,19890619,000000,0.3401,0.34215,0.33269,0.33639,213856755,0
AAPL.US,D,19890620,000000,0.33639,0.33639,0.32296,0.32879,157116001,0
AAPL.US,D,19890621,000000,0.32879,0.33269,0.32296,0.32475,151661656,0
AAPL.US,D,19890622,000000,0.32475,0.33458,0.3211,0.33055,160229002,0
AAPL.US,D,19890623,000000,0.33055,0.33817,0.33055,0.33553,144690083,0
AAPL.US,D,19890626,000000,0.33639,0.33639,0.33055,0.33269,214693778,0
AAPL.US,D,19890627,000000,0.33458,0.33817,0.32475,0.3257,123539859,0
AAPL.US,D,19890628,000000,0.32296,0.32296,0.31348,0.31922,300171137,0
AAPL.US,D,19890629,000000,0.31348,0.31523,0.30592,0.31034,272716376,0
AAPL.US,D,19890630,000000,0.30938,0.31922,0.30218,0.31523,192392498,0
AAPL.US,D,19890703,000000,0.31922,0.31922,0.31163,0.31163,56466021,0
AAPL.US,D,19890705,000000,0.30938,0.31163,0.30592,0.30938,139157260,0
AAPL.US,D,19890706,000000,0.31163,0.31922,0.30767,0.31523,203118129,0
AAPL.US,D,19890707,000000,0.31523,0.3211,0.30938,0.31523,123919197,0
AAPL.US,D,19890710,000000,0.31348,0.31523,0.30592,0.30938,237884524,0
AAPL.US,D,19890711,000000,0.31163,0.31348,0.30398,0.30398,284867593,0
AAPL.US,D,19890712,000000,0.30398,0.30767,0.30218,0.30592,144964747,0
AAPL.US,D,19890713,000000,0.30592,0.31348,0.30218,0.31034,263272641,0
AAPL.US,D,19890714,000000,0.31163,0.31348,0.30398,0.31163,300511160,0
AAPL.US,D,19890717,000000,0.31163,0.31523,0.30398,0.31163,152865045,0
AAPL.US,D,19890718,000000,0.31163,0.31163,0.29627,0.29998,557427008,0
AAPL.US,D,19890719,000000,0.30218,0.31163,0.2981,0.30938,279086265,0
AAPL.US,D,19890720,000000,0.31163,0.31523,0.30398,0.30592,275698564,0
AAPL.US,D,19890721,000000,0.30398,0.30592,0.2981,0.30592,162897396,0
AAPL.US,D,19890724,000000,0.30398,0.30398,0.29998,0.29998,135455664,0
AAPL.US,D,19890725,000000,0.29998,0.30398,0.29055,0.29627,245065359,0
AAPL.US,D,19890726,000000,0.29231,0.29426,0.28868,0.29231,272977952,0
AAPL.US,D,19890727,000000,0.29231,0.30218,0.29055,0.29998,202124043,0
AAPL.US,D,19890728,000000,0.29998,0.30398,0.2981,0.30125,139366599,0
AAPL.US,D,19890731,000000,0.29998,0.30592,0.2981,0.30398,130642244,0
AAPL.US,D,19890801,000000,0.30398,0.30767,0.29998,0.30492,162962747,0
AAPL.US,D,19890802,000000,0.30398,0.30938,0.30218,0.30938,118425546,0
AAPL.US,D,19890803,000000,0.30938,0.31744,0.30938,0.31523,201967046,0
AAPL.US,D,19890804,000000,0.31523,0.32687,0.31438,0.32687,214131387,0
AAPL.US,D,19890807,000000,0.32879,0.33639,0.3257,0.33458,196447343,0
AAPL.US,D,19890808,000000,0.33269,0.34215,0.33269,0.33727,240801373,0
AAPL.US,D,19890809,000000,0.33639,0.34987,0.33553,0.33639,227917591,0
AAPL.US,D,19890810,000000,0.33639,0.33639,0.32687,0.33055,177939266,0
AAPL.US,D,19890811,000000,0.33639,0.33639,0.31523,0.3202,268700817,0
AAPL.US,D,19890814,000000,0.31744,0.3211,0.30938,0.31163,120086805,0
